image_name| comment_number| comment|Translated_Comment
3432187474.jpg| 1| A man and woman sit on a dock looking out over the water on an overcast day .|Эрэгтэй, эмэгтэй хүн бүрхэг өнөөдрийг дээш нь гадагш чиглэсэн док дээр суув.
4937639267.jpg| 4| A man in a motor cart rides by to witness the park area .|Мотор тэрэгний тэрэгнүүд Паркийн талбайг гэрчлэх гэж байна.
6989990004.jpg| 3| A woman is sitting on a sofa with her feet propped up on a table , while using a laptop .|Эмэгтэй хүн буйдан дээр сууж байна. Зөөврийн компьютер ашиглаж байхдаа ширээн дээр сууж байна.
476769369.jpg| 4| Man in black shirt waiting with luggage .|Хар цамцтай, ачаа тээшийг хүлээж байна.
4531897566.jpg| 3| A man is skiing on the tip of a mountain .|Эрэгтэй хүн уулын орой дээр цанаар гулгадаг.
4328442305.jpg| 2| A young person , surrounded by pens and paper , looks like they 're upside down against the wall .|Үзэг, цаасан дээр хүрээлэгдсэн залуу хүн, тэд хананы эсрэг доошоо чиглэнэ.
282131366.jpg| 4| A woman leaning to her right as the sun sets .|Нар жаргах үед тэр эмэгтэй эрхэлдэг.
7656601.jpg| 2| The gentlemen are on the boat deck relaxing .|Ноёд хатагтай нар завины тавцан дээр тайвширдаг.
4147974557.jpg| 4| An older man is sleeping .|
4876249897.jpg| 3| A woman in a blue shirt selling flowers .|Цэнхэр цамц өмссөн цэнхэр цамцтай эмэгтэй.
47576066.jpg| 2| A lady sits in a chair , in front of a graffiti covered wall with a cart full of bags .|Нэгэн эмэгтэй сандал дээр сууж, граффити хучигдсан ханан дээр байрладаг.
527288854.jpg| 4| Man straining to climb cliff face .|Эр хүн хадан цохио авирч байна.
2549968784.jpg| 4| A child wearing swim goggles .|Усанд сэлэх нүдний шил зүүсэн хүүхэд.
405693848.jpg| 4| Man in green shirt riding a stationary bike .|Ногоон цамцтай ногоон цамцтай хүн суурин дугуй унадаг дугуй унаж байна.
72008635.jpg| 3| Friends , out enjoying a drink together .|Найз нөхөд, хамтдаа уух дуртай.
3772448117.jpg| 4| A young man lifting a girl at the beach .|Далайн эрэг дээр охиныг өргөж байгаа залуу.
4983722231.jpg| 1| A view of the back of a woman having a beverage .|Усанд унасан эмэгтэйн арын хэсэг.
4457340060.jpg| 1| A man wearing sunglasses and a suit is walking down the sidewalk looking at cars .|Нүдний шил зүүсэн эр, костюм нь явган хүний зам дээр алхаж байна.
3767841911.jpg| 2| A little girl in an orange dress is running through the sprinkler in the yard .|Улбар шар өнгийн хувцас өмссөн бяцхан охин хашаанд цацаж байна.
2844963839.jpg| 3| a group of football players huddled together in the middle of the field .|Хөл бөмбөгийн тоглогчид талбайн голд хамтдаа хамт байв.
1309330801.jpg| 3| Two girls are performing tricks on a trampoline .|Хоёр охин трамплин дээр заль мэх хийж байна.
6104468585.jpg| 1| A long-haired , shirtless man with face paint is playing a bass guitar at a concert .|Нүүрний будаг бүхий урт үстэй, цамцгүй хүн бол кассик гитар тоглож байна.
3138943319.jpg| 1| A man 's hand extending his cup out to be refilled by a woman at a social event .|Нийгмийн арга хэмжээнд эмэгтэй хүний аягыг биеэ тэтгэхийн тулд хүний аягыг сунгаж авав.
3321832766.jpg| 1| An orchestra , in formal dress , with a man playing the cello in the center .|Албан ёсны даашинз, албан ёсны даашинзаар, төвд байгаа хүн
4751210999.jpg| 0| A woman in jeans , sneaker , and sneakers walking down a sidewalk while messaging .|Жинсэн өмд, пүүз, пүүз, пүүз, пүүз нь мессежээр явган хүний зам дээр алхаж байна.
506367606.jpg| 2| A person looking to the right standing between plants in buckets and a banana box .|Хувин, гадил жимсний хайрцаг хоорондын баруун зогсож байгаа хүн.
2921670682.jpg| 4| A man on a bicycle in the city .|Хотын унадаг дугуй дээрх хүн.
4547258202.jpg| 0| A man wearing sunglasses is sitting on the steps outside , reading a magazine .|Нүдний шил зүүсэн эр гадаа алхамууд дээр сууж, сэтгүүл уншиж байна.
4710499155.jpg| 2| A group of in blue uniforms are marching and carrying guns .|Цэнхэр өнгийн дүрэмт хувцастай бүлэг хүмүүс алхаж, буу авч явдаг.
3831874776.jpg| 3| A merchant is rearranging her items for sale .|Худалдаачин худалдаандаа зарж борлуулдаг.
3420660565.jpg| 2| Five people are sitting on outdoor furniture underneath a bright red flowering tree .|Таван хүн гадаа улаан цэцгийн модны доор гадаа тавилга дээр сууж байна.
3166969425.jpg| 4| A dog walks in a foggy place .|Нохой манантай газар алхдаг.
3356700488.jpg| 0| A man in a blue shirt and a woman in a white shirt in front of a sign written in an Asian language .|Цэнхэр цамц, эмэгтэй хүн Азийн хэл дээр бичсэн тэмдгийн өмнө цагаан цамц өмссөн эмэгтэй.
2118795339.jpg| 0| A man walking on a side walking passing the space between two buildings .|Хоёр байшингийн хоорондох зайг хажуугаар алхаж буй нэгэн тал.
5794490455.jpg| 3| Two soccer teams on the field playing soccer .|
3108542351.jpg| 4| The man is listening to the guitar player .|Тэр хүн гитар тоглуулагчийг сонсож байна.
3155987659.jpg| 2| Dog is jumping up on a very green lawn to catch a Frisbee .|Нохой нь Frisbee барихын тулд маш ногоон зүлэг дээр үсэрч байна.
3794595430.jpg| 0| A woman in a blazer speaking into a mic in front of a crowd with a presentation .|Илжигнүүдтэй олон түмний өмнө микрофонтой ярьж байна.
2394857899.jpg| 0| A man in an orange construction uniform wears a white hard hat and sprays a water hose .|Улбар шар өнгийн дүрэмт хувцастай хүн цагаан хатуу малгай өмсөж, усны хоолойг шүршинэ.
6742042393.jpg| 2| A man in a green jersey is jumping in the air getting ready to throw a ball .|Ногоон өмсгөлтэй хүн бөмбөг хаяхад бэлэн болж байна.
2595397765.jpg| 3| A family of five sitting down at a table to eat and enjoy a dinner together .|Ширээн дээр таван ширээн дээр сууж, хамтдаа хоол идэж, оройн хоол идээрэй.
2635905544.jpg| 2| Two dogs are playing with a red and white ball|Хоёр нохой улаан, цагаан бөмбөгтэй тоглож байна
4771908421.jpg| 0|" A man in a shirt and tie is standing next to a banner that says "" Aloha . """|
4459396414.jpg| 3| A white car is parked by a wall with graffiti .|Цагаан машин нь граффититай хананд байрладаг.
4941164644.jpg| 0| A boy sits on a grass hill in front of an abstract mobile sculpture .|Хүү нь хийсвэр гар утасны баримлын урд талд өвс толгод дээр сууж байна.
